carat,cut,color,clarity,depth,table,x,y,z,price,pred_m3,pred_final,desvio_pct
1.2,Very Good,G,VS2,63.1,57.0,6.69,6.74,4.24,7371,7308.69,7277.57,1.28
0.51,Very Good,E,SI2,63.0,56.0,5.12,5.14,3.23,1067,1186.63,1185.36,-9.99
1.06,Premium,I,SI2,61.5,57.0,6.57,6.49,4.02,2968,3507.34,3866.98,-23.25
0.33,Very Good,E,VVS2,59.8,58.7,4.47,4.51,2.68,893,880.51,791.22,12.86
0.4,Very Good,D,SI1,60.3,62.0,4.7,4.75,2.85,720,938.54,724.84,-0.67
0.56,Ideal,H,VS1,61.1,57.0,5.31,5.34,3.25,1715,1787.0,1672.35,2.55
1.03,Ideal,G,VVS1,62.4,57.0,6.39,6.47,4.01,8454,7540.41,8566.25,-1.31
1.03,Ideal,D,VVS2,62.0,56.0,6.46,6.55,4.03,9798,8309.34,11615.18,-15.64
0.71,Premium,F,SI1,62.3,57.0,5.73,5.66,3.55,2458,2565.79,2382.29,3.18
0.9,Very Good,H,VS2,63.1,60.0,6.12,6.08,3.85,3919,3896.18,3724.91,5.21
1.1,Premium,D,SI1,60.7,55.0,6.74,6.71,4.08,6468,6446.12,6122.74,5.64
0.23,Ideal,F,VVS2,62.0,56.0,3.92,3.98,2.45,530,448.18,569.58,-6.95
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1233,1490.51,1273.92,-3.21
0.51,Ideal,D,SI1,60.4,55.0,5.48,5.18,3.16,1687,1550.47,1733.71,-2.69
1.37,Ideal,G,VVS1,62.6,55.0,7.12,7.07,4.44,12455,12902.51,12160.27,2.42
0.51,Very Good,D,SI1,61.7,58.0,5.09,5.12,3.15,1403,1482.98,1485.4,-5.55
1.0,Good,H,SI1,57.5,62.0,6.51,6.47,3.73,4788,3939.85,4155.2,15.23
1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,3450,4310.54,4246.72,-18.76
0.3,Good,F,VVS2,66.0,55.0,4.19,4.21,2.77,613,680.19,636.68,-3.72
0.33,Ideal,E,SI1,61.9,56.0,4.46,4.49,2.77,702,645.35,623.07,12.67
1.55,Premium,J,VS2,60.7,59.0,7.5,7.47,4.54,8055,8524.27,7729.75,4.21
0.7,Very Good,D,SI1,63.7,60.0,5.57,5.61,3.56,2565,2692.2,2607.03,-1.61
0.7,Premium,F,VS2,62.4,59.0,5.68,5.64,3.53,2686,2898.43,2544.74,5.55
0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,1064,1099.4,1002.95,6.09
0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,4661,4529.86,4423.67,5.37
0.53,Ideal,H,SI1,62.0,54.0,5.17,5.22,3.22,1205,1295.35,1172.36,2.78
1.53,Very Good,H,SI2,60.6,63.0,7.43,7.38,4.49,6597,7724.87,7767.2,-15.07
0.32,Ideal,H,IF,61.4,55.0,4.42,4.47,2.73,814,845.24,839.76,-3.07
0.74,Very Good,I,VVS2,62.8,55.0,5.75,5.78,3.62,2600,2937.3,2546.95,2.08
0.41,Ideal,F,SI2,62.6,57.0,4.68,4.77,2.96,603,790.27,611.63,-1.41
0.3,Very Good,H,VVS1,61.1,61.0,4.27,4.3,2.62,638,647.67,615.97,3.58
0.23,Very Good,D,VS2,63.1,58.0,3.91,3.95,2.48,402,384.09,411.35,-2.27
0.3,Very Good,J,VS1,63.0,59.0,4.24,4.27,2.68,394,405.75,423.83,-7.04
0.73,Ideal,E,VS2,62.4,57.0,5.75,5.79,3.6,3201,3339.09,3208.53,-0.23
0.34,Premium,E,VS2,61.9,58.0,4.43,4.45,2.75,745,774.42,754.31,-1.23
0.27,Ideal,D,VVS1,62.2,56.0,4.12,4.15,2.57,622,714.58,710.42,-12.45
1.04,Ideal,I,VS2,61.5,57.0,6.49,6.52,4.0,5105,4740.97,4957.42,2.98
0.31,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,802,640.39,802.0,0.0
0.78,Very Good,F,SI2,61.5,59.0,5.88,5.95,3.63,2307,2537.5,2519.93,-8.45
0.7,Fair,J,VVS1,67.6,54.0,5.56,5.41,3.71,1691,2184.64,1839.9,-8.09
1.0,Ideal,H,VS2,61.2,60.0,6.4,6.45,3.93,6133,4967.43,5592.32,9.67
1.03,Premium,I,SI1,62.0,58.0,6.47,6.43,4.0,4326,3923.32,4102.24,5.45
0.38,Ideal,G,VVS1,62.1,56.0,4.61,4.64,2.87,973,1153.27,1001.31,-2.83
1.6,Ideal,I,SI1,62.0,55.0,7.53,7.59,4.69,9376,9196.44,9963.72,-5.9
1.19,Very Good,J,SI1,60.0,57.0,6.93,6.89,4.15,5390,4369.31,4350.63,23.89
1.01,Premium,F,VS2,60.3,59.0,6.52,6.45,3.91,6674,5780.8,6258.26,6.64
1.53,Premium,D,SI2,60.7,60.0,7.45,7.41,4.51,11078,10162.09,9450.54,17.22
1.07,Premium,D,VS2,62.4,57.0,6.59,6.51,4.09,7550,7099.48,7467.99,1.1
0.93,Premium,H,SI1,61.8,59.0,6.27,6.23,3.86,3750,3651.5,3785.08,-0.93
0.54,Ideal,E,SI2,60.6,57.0,5.25,5.28,3.19,1246,1381.61,1243.66,0.19
0.72,Premium,F,SI2,59.3,57.0,5.89,5.85,3.48,2364,2231.02,2151.28,9.89
1.5,Ideal,G,SI2,61.4,56.0,7.38,7.34,4.52,8736,8491.0,8689.81,0.53
2.01,Good,H,I1,63.9,59.0,8.01,7.92,5.09,7024,8036.48,6873.12,2.2
1.51,Very Good,E,SI2,58.8,58.0,7.53,7.61,4.45,9727,9162.15,9410.29,3.37
0.9,Very Good,D,VS2,63.0,62.0,6.06,6.13,3.84,4668,5013.88,4807.62,-2.9
0.56,Ideal,G,SI2,61.9,54.0,5.29,5.34,3.29,1173,1327.99,1140.01,2.89
1.11,Ideal,E,VVS2,62.9,55.0,6.56,6.62,4.14,11074,9037.99,10289.33,7.63
0.3,Good,H,VS1,63.9,55.0,4.26,4.28,2.73,526,507.67,541.97,-2.95
0.36,Premium,G,VS1,62.3,59.0,4.55,4.5,2.82,932,829.77,893.68,4.29
1.28,Ideal,H,I1,61.9,56.0,6.95,6.91,4.29,3355,3733.57,4536.06,-26.04
0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69,886,874.36,926.02,-4.32
0.33,Ideal,E,VS2,61.9,55.0,4.46,4.49,2.77,873,748.75,749.09,16.54
1.0,Very Good,E,SI2,63.5,56.0,6.37,6.3,4.02,3763,4216.72,4199.44,-10.39
2.19,Premium,I,SI2,60.8,60.0,8.34,8.38,5.08,15032,13753.08,14205.36,5.82
1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,8616,8134.9,8343.46,3.27
1.03,Good,D,SI1,64.3,58.0,6.31,6.28,4.05,4441,5360.28,5218.68,-14.9
0.4,Good,F,IF,63.5,58.0,4.69,4.7,2.98,1404,1383.07,1319.08,6.44
0.7,Very Good,F,SI1,60.6,58.0,5.73,5.78,3.49,2231,2443.79,2457.68,-9.22
0.35,Ideal,E,VS2,61.7,55.0,4.54,4.57,2.81,767,836.48,794.47,-3.46
1.7,Premium,F,SI2,60.2,61.0,7.79,7.68,4.66,8397,11248.7,10363.79,-18.98
0.52,Ideal,E,VS2,61.5,56.0,5.17,5.14,3.17,1767,1762.86,1750.69,0.93
0.27,Ideal,D,VVS1,61.7,57.0,4.16,4.2,2.58,586,714.58,751.34,-22.01
0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,1395,1538.14,1615.12,-13.63
2.13,Fair,H,SI2,64.5,58.0,8.09,8.01,5.19,13370,12813.91,13332.14,0.28
1.0,Very Good,G,VS2,61.8,59.0,6.29,6.37,3.91,5600,5184.86,5860.77,-4.45
1.51,Very Good,F,VVS2,58.0,65.0,7.58,7.62,4.41,16613,14826.68,16312.05,1.84
1.15,Premium,F,SI2,62.2,59.0,6.7,6.62,4.14,4437,5388.3,4494.83,-1.29
0.31,Ideal,G,VVS1,61.6,55.0,4.38,4.42,2.71,789,786.01,805.28,-2.02
0.71,Ideal,E,VS2,60.3,56.0,5.8,5.84,3.51,3217,3168.91,3278.89,-1.89
0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3170,3028.25,2920.08,8.56
0.31,Premium,D,VS2,61.2,59.0,4.32,4.37,2.66,734,688.81,683.64,7.37
0.78,Ideal,G,VS2,62.6,57.0,5.87,5.91,3.69,3325,3395.27,3140.67,5.87
0.54,Premium,D,SI1,60.0,58.0,5.26,5.3,3.17,1551,1688.25,1638.27,-5.33
0.61,Ideal,G,SI2,59.5,57.0,5.55,5.51,3.29,1228,1560.04,1393.8,-11.9
0.6,Ideal,F,VVS2,61.0,57.0,5.43,5.46,3.32,2718,2726.44,2577.25,5.46
0.73,Ideal,H,IF,62.3,55.0,5.77,5.79,3.6,3785,3994.26,3361.7,12.59
1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,14282,12866.32,14299.43,-0.12
0.62,Good,F,VVS2,59.9,62.0,5.51,5.53,3.3,2131,2668.71,2388.6,-10.78
1.11,Ideal,E,SI1,61.1,57.0,6.64,6.72,4.08,6800,6335.82,6248.97,8.82
0.32,Ideal,F,VVS1,60.6,56.0,4.46,4.48,2.71,867,893.2,921.44,-5.91
0.5,Premium,E,I1,61.4,60.0,5.18,5.03,3.14,840,755.93,863.55,-2.73
0.91,Very Good,D,VS2,62.7,59.0,6.13,6.16,3.85,4720,5119.3,5127.43,-7.95
1.08,Ideal,F,VS1,62.1,53.0,6.6,6.64,4.11,8321,7190.0,8301.01,0.24
0.29,Ideal,G,VS1,62.2,54.0,4.23,4.26,2.64,507,564.81,555.83,-8.79
0.63,Ideal,F,VVS2,61.2,56.0,5.53,5.55,3.39,3351,2988.8,2728.62,22.81
0.72,Ideal,E,SI2,61.8,55.0,5.77,5.75,3.56,2308,2374.94,2418.36,-4.56
0.7,Very Good,F,VVS1,63.1,58.0,5.6,5.66,3.55,3622,3730.45,3481.14,4.05
0.54,Very Good,F,SI1,63.3,56.0,5.24,5.21,3.31,1389,1499.11,1388.05,0.07
0.4,Ideal,E,VVS2,61.7,57.0,4.77,4.73,2.93,1056,1322.46,1209.64,-12.7
0.7,Premium,F,SI2,59.8,56.0,5.78,5.73,3.44,2184,2115.76,1999.25,9.24
0.42,Ideal,G,VS1,61.8,57.0,4.82,4.79,2.97,984,1134.47,1021.26,-3.65
0.23,Very Good,E,VVS2,64.1,58.0,3.85,3.89,2.48,505,446.17,474.84,6.35
0.31,Premium,E,VS2,60.5,60.0,4.34,4.36,2.63,680,650.78,704.75,-3.51
0.42,Ideal,G,VVS1,61.6,55.0,4.81,4.87,2.98,1179,1392.45,1126.21,4.69
0.34,Good,G,VVS2,58.0,61.0,4.56,4.58,2.65,826,804.33,736.4,12.17
0.51,Very Good,F,SI2,62.7,56.0,5.06,5.08,3.18,1070,1140.08,1103.66,-3.05
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,2209,2793.91,2726.31,-18.97
0.42,Ideal,J,VS1,61.4,55.0,4.83,4.85,2.97,664,799.37,746.29,-11.03
1.02,Fair,F,VVS1,64.6,59.0,6.31,6.26,4.06,7960,6743.14,7660.79,3.91
0.55,Premium,D,SI1,61.9,60.0,5.23,5.14,3.21,1815,1747.6,1606.32,12.99
0.7,Very Good,H,VS1,62.6,57.0,5.64,5.73,3.56,2482,2601.86,2566.28,-3.28
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,5801,5155.14,5756.42,0.77
1.53,Premium,J,VVS1,61.6,59.0,7.35,7.39,4.54,9384,10944.42,9524.8,-1.48
0.93,Premium,J,VS2,62.3,60.0,6.3,6.23,3.9,3250,3257.65,3116.63,4.28
0.34,Good,F,SI2,63.3,54.0,4.46,4.48,2.83,447,511.17,475.07,-5.91
0.57,Very Good,G,SI1,63.4,57.0,5.26,5.21,3.32,1369,1550.58,1368.73,0.02
1.0,Good,E,SI1,57.6,65.0,6.47,6.44,3.72,3696,4790.12,4561.69,-18.98
0.9,Very Good,I,VS2,63.2,54.0,6.1,6.08,3.85,3382,3453.83,3200.21,5.68
0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,758,757.42,739.84,2.45
0.53,Ideal,H,VVS1,62.2,56.0,5.16,5.2,3.22,1775,1977.36,1845.74,-3.83
2.14,Premium,H,SI2,62.0,60.0,8.27,8.19,5.1,16723,14854.28,14040.22,19.11
1.23,Ideal,I,VS1,61.6,54.0,6.9,6.94,4.26,7181,6970.39,6490.4,10.64
0.8,Very Good,F,SI1,61.6,59.0,5.9,5.96,3.65,2745,3142.43,3033.67,-9.52
0.33,Very Good,G,VS1,61.2,57.0,4.46,4.49,2.73,643,689.04,657.26,-2.17
0.3,Premium,F,VS2,62.5,58.0,4.32,4.29,2.69,776,587.82,774.26,0.22
0.34,Very Good,I,SI1,61.8,57.0,4.46,4.51,2.77,447,476.07,456.72,-2.13
0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,2444,2665.01,2217.41,10.22
0.34,Premium,F,VS1,60.0,59.0,4.59,4.55,2.74,725,797.57,922.88,-21.44
0.51,Premium,E,VVS1,61.4,60.0,5.11,5.05,3.12,2323,2186.37,2365.75,-1.81
0.74,Ideal,H,IF,60.9,57.0,5.83,5.85,3.56,3760,4097.92,3452.5,8.91
1.01,Very Good,J,SI1,62.9,56.0,6.35,6.4,4.01,3749,3208.42,3946.51,-5.0
0.32,Very Good,E,VS1,62.9,57.0,4.36,4.39,2.75,661,724.45,696.83,-5.14
0.76,Very Good,G,VS2,59.8,58.0,5.92,5.96,3.55,2726,3092.45,2947.89,-7.53
0.6,Ideal,E,VS1,59.6,59.0,5.52,5.45,3.27,2339,2474.08,2173.39,7.62
0.54,Good,H,VS1,63.2,58.0,5.12,5.16,3.25,1361,1535.58,1494.63,-8.94
0.3,Very Good,G,VVS2,62.7,56.0,4.24,4.31,2.68,684,660.47,604.49,13.15
1.24,Premium,F,VS1,62.5,58.0,6.87,6.83,4.28,10033,9118.79,9418.79,6.52
1.31,Premium,G,VS2,60.3,59.0,7.12,7.08,4.28,8979,8812.98,8764.06,2.45
0.58,Premium,G,VS2,62.2,58.0,5.35,5.32,3.32,2297,1900.28,1626.67,41.21
1.0,Premium,E,VS2,62.8,62.0,6.29,6.26,3.94,6272,5905.11,5748.77,9.1
0.39,Ideal,I,VVS2,62.3,54.0,4.66,4.69,2.91,787,919.33,775.06,1.54
0.32,Good,D,SI1,63.6,56.0,4.34,4.37,2.77,589,593.18,580.72,1.43
0.41,Ideal,E,VS1,61.7,55.0,4.75,4.78,2.94,1079,1207.87,1021.78,5.6
0.39,Premium,E,VS2,59.7,59.0,4.83,4.79,2.87,975,1002.72,1019.62,-4.38
1.18,Ideal,H,SI1,61.6,55.5,6.77,6.85,4.19,6076,5847.2,5974.72,1.7
1.01,Fair,I,SI2,68.1,59.0,6.14,6.11,4.17,3054,2786.91,3008.91,1.5
1.2,Very Good,H,SI1,61.4,63.0,6.76,6.72,4.14,4603,5772.5,5341.08,-13.82
0.51,Ideal,E,VS2,61.8,56.0,5.12,5.14,3.17,1656,1699.57,1705.89,-2.92
0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,4021,4176.46,3752.64,7.15
0.51,Premium,J,SI1,61.7,56.0,5.17,5.14,3.18,956,905.84,1056.96,-9.55
1.12,Ideal,F,VS2,61.9,55.0,6.73,6.68,4.15,7727,7182.93,7595.34,1.73
1.21,Premium,J,VVS2,60.8,60.0,6.86,6.88,4.18,5572,6574.6,5363.73,3.88
0.75,Premium,G,SI2,63.0,58.0,5.81,5.77,3.62,2250,2250.78,2174.15,3.49
0.33,Ideal,D,VS2,60.9,56.0,4.49,4.51,2.74,940,792.51,833.58,12.77
0.27,Ideal,E,VVS2,62.5,57.0,4.13,4.1,2.57,799,630.89,680.34,17.44
1.61,Ideal,F,SI1,62.6,58.0,7.44,7.48,4.67,12085,12261.52,12484.93,-3.2
1.01,Good,E,SI1,64.2,59.0,6.27,6.19,4.0,5232,4880.72,4646.33,12.61
0.71,Ideal,F,VS2,62.2,55.0,5.72,5.76,3.57,3405,3044.62,3050.45,11.62
1.35,Ideal,G,VS1,62.7,57.0,7.02,7.07,4.42,10656,10224.91,10196.83,4.5
1.01,Very Good,G,VVS2,63.3,57.0,6.29,6.36,4.01,6975,6495.34,7487.27,-6.84
0.32,Ideal,G,VVS1,61.4,57.0,4.4,4.44,2.71,796,834.44,827.58,-3.82
0.43,Ideal,G,VVS2,62.0,55.0,4.86,4.89,3.02,954,1360.17,1119.76,-14.8
0.74,Very Good,F,VS2,61.3,61.0,5.8,5.84,3.57,2775,3148.11,3032.04,-8.48
1.01,Premium,F,VVS2,61.8,55.0,6.45,6.36,3.96,8688,7107.48,8197.8,5.98
0.33,Ideal,H,VVS1,61.5,56.0,4.46,4.49,2.75,730,810.26,769.94,-5.19
1.36,Ideal,F,VVS1,61.3,57.0,7.23,7.13,4.4,15386,13621.93,15391.05,-0.03
1.06,Ideal,H,SI2,60.1,59.0,6.58,6.67,3.98,4516,4046.58,4480.36,0.8
0.71,Very Good,I,VS1,63.3,56.0,5.69,5.65,3.59,2327,2368.89,2258.63,3.03
0.58,Ideal,G,IF,60.9,57.0,5.39,5.46,3.3,2508,2826.59,2524.78,-0.66
0.51,Very Good,H,VS1,60.7,56.0,5.16,5.2,3.15,1628,1433.21,1532.09,6.26
1.52,Premium,G,VS1,61.2,60.0,7.37,7.4,4.52,14293,12499.26,13444.51,6.31
0.31,Very Good,I,SI2,60.6,61.0,4.4,4.45,2.68,383,338.82,363.85,5.26
0.78,Very Good,F,SI2,62.2,59.0,5.89,5.94,3.68,2550,2537.5,2522.02,1.11
0.52,Ideal,E,VS2,61.3,56.0,5.21,5.17,3.18,1743,1762.86,1760.58,-1.0
1.23,Premium,F,VVS2,58.5,59.0,7.07,6.98,4.11,10844,10300.88,10163.6,6.69
1.05,Very Good,E,VS1,61.6,58.0,6.53,6.56,4.03,7521,6787.96,7794.4,-3.51
0.34,Ideal,E,IF,62.0,56.0,4.5,4.47,2.78,1243,1151.92,1292.56,-3.83
1.07,Premium,F,SI1,59.6,58.0,6.68,6.72,3.99,5561,5554.44,5371.78,3.52
1.5,Very Good,H,VVS2,62.7,58.0,7.21,7.24,4.53,11303,12534.87,10542.56,7.21
2.0,Premium,J,SI2,60.9,54.0,8.17,8.12,4.96,11106,10055.69,11384.2,-2.44
0.42,Premium,G,VVS2,60.4,59.0,4.82,4.78,2.9,1103,1272.27,1142.94,-3.49
0.31,Ideal,D,VS2,61.3,57.0,4.37,4.4,2.69,734,704.49,745.76,-1.58
0.4,Ideal,G,VVS1,61.2,56.0,4.74,4.8,2.92,1059,1270.22,1093.02,-3.11
0.84,Ideal,I,VS1,62.3,59.0,5.99,6.04,3.75,3283,3399.19,3007.06,9.18
0.4,Premium,E,VS1,61.8,55.0,4.76,4.72,2.93,1125,1127.34,1136.1,-0.98
1.03,Good,F,SI2,57.7,63.0,6.68,6.64,3.84,4095,4120.86,4108.61,-0.33
0.33,Ideal,I,SI2,61.2,56.0,4.49,4.5,2.75,403,398.5,431.94,-6.7
0.43,Ideal,F,VS2,61.4,54.0,4.9,4.93,3.02,848,1184.2,1004.53,-15.58
0.27,Very Good,E,VVS2,61.2,60.0,4.16,4.17,2.55,606,603.43,607.43,-0.24
0.56,Premium,G,VS1,61.2,60.0,5.3,5.26,3.23,1915,1906.72,1794.87,6.69
0.27,Premium,E,VS1,60.2,59.0,4.2,4.24,2.54,470,537.8,538.57,-12.73
1.01,Ideal,F,VS1,62.0,57.0,6.46,6.42,3.99,7887,6337.64,7177.42,9.89
0.4,Ideal,H,SI1,61.8,57.0,4.75,4.77,2.94,896,762.51,703.06,27.44
0.82,Premium,E,SI1,62.5,56.0,6.01,5.96,3.74,3295,3502.62,3259.46,1.09
0.4,Ideal,I,IF,62.8,54.0,4.7,4.72,2.96,1053,1140.58,993.47,5.99
0.35,Premium,G,IF,60.6,60.0,4.54,4.57,2.76,1044,1067.64,984.68,6.02
0.31,Ideal,D,VS2,62.2,55.0,4.34,4.31,2.69,942,704.49,911.15,3.39
2.01,Ideal,H,SI1,59.3,58.0,8.25,8.19,4.87,17403,15941.33,16516.71,5.37
1.18,Good,G,SI1,58.0,59.0,6.98,7.03,4.06,6743,5871.8,6092.77,10.67
0.96,Premium,D,SI2,60.0,61.0,6.36,6.32,3.81,4274,4224.89,4005.12,6.71
0.71,Very Good,G,SI1,63.3,56.0,5.66,5.69,3.59,2274,2344.81,2376.49,-4.31
1.1,Ideal,E,SI2,61.6,57.0,6.68,6.64,4.1,4829,5275.3,5169.43,-6.59
1.06,Ideal,G,SI1,62.0,56.0,6.55,6.52,4.05,5253,5214.07,5356.63,-1.93
0.9,Fair,H,I1,66.9,63.0,6.04,5.91,4.0,1758,1636.7,1694.13,3.77
0.31,Ideal,D,SI1,61.3,56.0,4.36,4.41,2.69,565,607.2,592.99,-4.72
0.33,Ideal,H,VS2,61.8,54.0,4.45,4.48,2.76,539,615.84,538.15,0.16
0.72,Premium,F,SI1,61.8,61.0,5.82,5.71,3.56,2777,2634.26,2455.26,13.1
0.9,Fair,F,VS2,65.7,57.0,6.03,5.99,3.95,3750,4049.0,3874.9,-3.22
0.75,Premium,D,SI2,61.3,59.0,5.88,5.83,3.59,1858,2654.2,2534.56,-26.69
0.41,Very Good,G,SI1,60.4,58.0,4.77,4.84,2.9,735,833.77,721.4,1.89
1.0,Premium,I,SI1,62.2,62.0,6.39,6.33,3.96,3360,3710.91,3862.01,-13.0
1.22,Premium,G,I1,59.2,60.0,6.97,6.9,4.1,2699,3639.36,3707.81,-27.21
1.09,Premium,H,VS2,62.3,57.0,6.63,6.53,4.1,5993,5712.64,5570.86,7.58
0.51,Ideal,E,VS2,61.6,55.0,5.16,5.19,3.19,2085,1699.57,1734.78,20.19
0.4,Premium,E,SI1,61.3,59.0,4.74,4.69,2.89,945,906.45,896.31,5.43
1.52,Fair,I,I1,67.7,58.0,7.07,7.0,4.76,3745,3892.37,4097.63,-8.61
1.0,Very Good,H,VS2,64.7,56.0,6.23,6.29,4.05,5883,4751.2,5000.44,17.65
0.9,Premium,H,VS2,61.6,58.0,6.26,6.18,3.83,4032,3982.88,3984.55,1.19
1.03,Good,J,SI2,64.1,62.0,6.37,6.33,4.07,3149,2712.63,3205.17,-1.75
0.53,Ideal,F,VS1,62.3,55.0,5.22,5.18,3.24,1908,1881.86,1870.22,2.02
0.29,Very Good,E,VVS2,58.5,58.0,4.35,4.37,2.55,664,690.34,662.25,0.26
1.01,Ideal,G,VS2,61.0,56.0,6.47,6.51,3.96,6734,5523.36,6507.17,3.49
0.33,Premium,H,VVS2,61.6,58.0,4.42,4.45,2.73,666,740.33,699.59,-4.8
0.9,Very Good,J,SI2,63.6,58.0,6.07,6.1,3.87,2860,2186.93,2856.78,0.11
0.9,Very Good,H,SI1,62.3,63.0,6.13,6.06,3.8,3387,3358.13,3265.04,3.74
0.55,Very Good,D,VS2,62.8,57.0,5.24,5.27,3.3,1799,1983.48,1842.64,-2.37
0.72,Premium,I,SI1,61.5,59.0,5.73,5.78,3.54,2148,1999.08,2139.47,0.4
1.2,Fair,H,SI2,64.8,58.0,6.61,6.56,4.27,4368,4349.38,4284.84,1.94
0.71,Premium,E,VS2,62.3,58.0,5.69,5.65,3.53,2817,3098.41,2791.15,0.93
0.93,Ideal,E,SI1,59.6,57.0,6.37,6.42,3.81,4700,4540.56,4660.07,0.86
0.78,Ideal,G,VS2,61.7,56.0,5.89,5.94,3.65,3613,3395.27,3270.76,10.46
2.54,Very Good,I,SI2,63.4,56.0,8.68,8.64,5.49,12095,17786.55,15734.11,-23.13
0.58,Ideal,F,VS2,62.1,55.0,5.33,5.37,3.32,1666,2080.39,1833.21,-9.12
0.9,Premium,G,SI2,61.9,61.0,6.13,6.06,3.77,3175,3172.74,3049.63,4.11
0.32,Ideal,D,VS2,61.8,55.0,4.43,4.41,2.73,842,747.89,912.92,-7.77
0.73,Ideal,J,SI1,62.0,55.0,5.75,5.86,3.6,2184,1820.17,1960.59,11.4
0.7,Good,I,VS2,63.6,58.0,5.57,5.59,3.55,2010,2070.11,2025.0,-0.74
0.29,Very Good,E,VS1,61.4,61.0,4.22,4.25,2.6,481,601.87,535.56,-10.19
0.86,Good,F,SI2,64.3,60.0,5.97,5.95,3.83,2819,2934.08,2993.86,-5.84
0.78,Very Good,E,SI1,60.9,57.0,5.93,5.97,3.62,3055,3118.44,3003.04,1.73
1.53,Ideal,I,SI1,62.3,56.0,7.37,7.4,4.6,9315,8453.47,9240.99,0.8
0.9,Good,G,VS2,61.5,61.0,6.18,6.21,3.81,4296,4090.64,4509.49,-4.73
1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,10914,10681.76,10947.47,-0.31
0.4,Ideal,F,IF,61.8,55.0,4.74,4.8,2.95,1261,1502.98,1363.35,-7.51
0.32,Premium,G,IF,61.0,59.0,4.38,4.41,2.68,891,901.86,884.15,0.77
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,7153,6820.32,6822.5,4.84
1.5,Very Good,H,VS2,58.9,59.0,7.34,7.43,4.35,10424,10195.12,10372.67,0.49
0.29,Ideal,D,VS1,61.7,57.0,4.23,4.26,2.62,504,666.04,710.25,-29.04
0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,867,1062.5,984.79,-11.96
0.5,Very Good,D,VS2,61.2,55.0,5.07,5.12,3.12,1682,1657.61,1638.68,2.64
0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29,2322,2475.42,2388.74,-2.79
0.9,Very Good,G,SI2,60.3,63.0,6.33,6.25,3.79,3478,3103.68,3348.42,3.87
0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,521,538.5,496.74,4.88
0.5,Ideal,D,VS1,61.6,57.0,5.09,5.13,3.15,1923,1857.71,1974.04,-2.59
0.34,Ideal,H,VVS2,63.0,55.0,4.48,4.44,2.81,880,800.96,871.68,0.95
0.9,Good,E,SI1,63.8,56.0,6.17,6.09,3.91,3449,3928.1,4074.86,-15.36
0.32,Ideal,G,VVS2,62.1,55.0,4.35,4.38,2.71,730,779.77,717.05,1.81
0.56,Ideal,D,VS1,61.7,56.0,5.33,5.3,3.28,2026,2299.64,2259.02,-10.32
0.76,Ideal,F,VVS2,60.9,57.0,5.89,5.96,3.61,3716,4255.15,3944.35,-5.79
1.58,Ideal,I,VVS1,61.7,53.0,7.52,7.53,4.65,11526,13709.79,11508.96,0.15
0.59,Very Good,E,VS2,59.4,63.0,5.42,5.46,3.23,2145,2138.81,1833.39,17.0
0.66,Very Good,D,VVS2,60.7,59.0,5.6,5.67,3.42,4311,3437.61,3522.8,22.37
0.81,Good,D,SI2,63.6,55.0,5.91,5.86,3.74,2926,2887.57,2778.17,5.32
1.1,Very Good,F,VS2,62.7,58.5,6.5,6.59,4.1,7272,6641.07,6852.95,6.11
0.82,Ideal,E,VS2,61.9,57.0,6.01,5.98,3.71,3903,4156.29,3788.98,3.01
0.79,Very Good,D,VS1,58.8,60.0,6.03,6.08,3.56,3798,4204.68,3810.81,-0.34
1.27,Ideal,H,VS2,62.9,54.0,6.88,6.92,4.34,7937,7791.12,7526.03,5.46
1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,10867,8064.53,10369.74,4.8
0.71,Ideal,G,VS1,62.7,57.0,5.69,5.73,3.58,2930,3048.92,3060.32,-4.26
0.57,Very Good,F,VS1,60.3,58.0,5.36,5.39,3.24,1871,2064.24,1953.02,-4.2
1.01,Very Good,I,SI1,59.7,60.0,6.49,6.55,3.89,4186,3698.79,4120.69,1.58
